activityinstanceid,activitycustomerkey,automationname,activityinstancestarttime_utc,activityinstanceendtime_utc,activityname,activityinstancestatus,activityinstancestatusdetails,duration
1B3227A2-AA01-401C-9442-8A48B1908D36,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 8:43:18 PM,3/22/2023 8:43:29 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,0
4959D2B2-2FDE-4E65-B240-5E3874CE037D,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 1:43:26 AM,3/24/2023 1:44:03 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
93B64834-E1A3-463A-9D2B-F664C873A65F,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 5:42:51 AM,3/21/2023 5:43:20 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
11C311D8-C8BB-4580-8606-0B2A1123D551,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 8:42:54 PM,3/24/2023 8:43:33 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
1536671B-7694-45DF-95AD-1FB062677480,bc5ce4ce-37b0-4e7c-976d-cedc9fa42a06,Proquire LLC-729-7281704-PSMain,3/24/2023 6:29:55 AM,3/24/2023 6:34:10 AM,Extract-Upload C7315249._PushDeviceStatistics into S3,Complete,,5
7F346E7C-8948-474C-AB9E-322C6CAE496D,bc5ce4ce-37b0-4e7c-976d-cedc9fa42a06,Proquire LLC-729-7281704-PSMain,3/19/2023 6:29:48 AM,3/19/2023 6:32:20 AM,Extract-Upload C7315249._PushDeviceStatistics into S3,Complete,,3
DB47DE91-17C2-48C1-851A-CAEF44FCFFB3,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/21/2023 6:38:14 AM,3/21/2023 6:39:02 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,1
4EA7BDB7-609F-44CE-8ADE-CC4E11B7D9EA,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/22/2023 6:41:15 AM,3/22/2023 6:43:40 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,2
7FC4CA9D-EA2E-4F3E-A356-AA1FF5471EC5,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/26/2023 6:38:41 AM,3/26/2023 6:40:19 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,2
E4251011-8B4C-426A-B847-5B419E870872,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/25/2023 6:36:57 AM,3/25/2023 6:38:06 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,2
F1BA5C3C-D8AB-48DD-BE0A-8487EB59E9D2,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/19/2023 6:37:44 AM,3/19/2023 6:38:55 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,1
9E0CD92C-36AE-44A4-8C7B-8985EB019CE9,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/18/2023 6:36:47 AM,3/18/2023 6:37:41 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,1
1D2C97FD-6A6D-486B-BB65-D8ED177C7D4B,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/27/2023 6:37:48 AM,3/27/2023 6:39:11 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,2
B3501CF7-6692-40AB-A814-DFCBFF2F65BF,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/24/2023 6:38:12 AM,3/24/2023 6:38:56 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,0
CD770E83-D9B2-4A50-B1AD-65890DC5EC27,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/23/2023 6:38:17 AM,3/23/2023 6:40:13 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,2
55743AA8-990D-4815-B035-7C17E669BBA9,3f8da928-226b-487a-94bc-5fee786c4626,Proquire LLC-729-7281704-PSMain,3/20/2023 6:37:59 AM,3/20/2023 6:38:22 AM,Extract-Upload C7315249._MobileMessage into S3,Complete,,1
AAC7D0E1-6920-4B9F-BBA4-04960042C100,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/26/2023 6:29:58 AM,3/26/2023 6:35:44 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,6
552D6E32-7E66-475F-B159-D0F37A4D4525,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/22/2023 6:30:13 AM,3/22/2023 6:37:23 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,7
0D62EDC5-C36B-46AA-919D-A389EEA344EA,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/23/2023 6:29:48 AM,3/23/2023 6:35:54 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,6
E61E76D9-97B7-4E0B-B8C5-61538A97E0B6,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/25/2023 6:29:54 AM,3/25/2023 6:33:26 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,4
339FCB30-FCA1-444C-B5CE-709E19EB59D7,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/20/2023 6:30:04 AM,3/20/2023 6:32:36 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,2
FAD1BB0C-B96F-41EE-AAF0-34AD6926D2D1,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/21/2023 6:29:35 AM,3/21/2023 6:30:42 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,1
15BE8458-3A1A-43C1-ABEC-C6E810921979,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/24/2023 6:29:55 AM,3/24/2023 6:33:44 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,4
83D676C3-CBCC-4176-BFD8-2C8337521D33,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/19/2023 6:29:48 AM,3/19/2023 6:36:31 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,7
3EEC3D63-F215-4978-80D8-26C9C5463C1A,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 10:42:31 AM,3/24/2023 10:43:25 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
863863E1-5B28-42F9-A6A2-933CC659F656,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 6:42:29 AM,3/20/2023 6:43:10 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
11BF58AA-6359-40B6-95CB-575733B7E5CE,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 1:42:33 PM,3/25/2023 1:43:18 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
C53E6F50-6DD9-4485-A9FD-A07BBFB43AAA,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 2:43:17 AM,3/25/2023 2:44:19 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
6ACE071F-3B06-4AB7-AE2A-3570F855A685,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 10:42:36 AM,3/21/2023 10:43:20 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
65FD1874-2730-48B7-8001-E72D5CA75C8E,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 11:42:25 AM,3/23/2023 11:42:47 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,0
2A42DB22-31E8-44E3-96E6-1F148CD1F4F0,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 9:42:29 AM,3/18/2023 9:42:48 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,0
770F4CCE-6A40-4C6A-824C-19F889E72BCC,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 6:42:41 AM,3/23/2023 6:43:25 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
AC0115B8-4376-4DE8-A8B1-1CBA2FDAF9B3,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 6:42:32 PM,3/22/2023 6:43:23 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
3F2D75F4-E6F1-434F-A247-99FC771B797A,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 12:42:52 AM,3/22/2023 12:43:36 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
E3D6FAAA-EDED-4BAF-86B8-AF9D03B97670,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 4:42:33 PM,3/18/2023 4:43:15 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
2B305793-7FC3-4914-989A-F2CD00D2E1B7,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 8:42:30 AM,3/19/2023 8:43:11 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
58996EB0-2ADC-4877-B808-97C991EBC33F,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 12:42:38 AM,3/20/2023 12:43:17 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
A9C8FA9A-7F31-4DD2-8671-00F0B80DE727,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 1:43:45 AM,3/22/2023 1:45:00 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,2
E947FB7E-3F2E-450C-8F94-B5852A94E474,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 1:43:56 PM,3/26/2023 1:44:31 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
7B7BD05C-7CB8-47A1-8EED-7E16630FC4D4,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 6:42:24 PM,3/25/2023 6:43:04 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
C8707EF2-ADBE-43E0-B845-1F7F30E7437D,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 4:42:49 PM,3/26/2023 4:43:25 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
386C2F97-1C1C-4B56-8FA3-B9BCB23EBB24,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 5:42:23 PM,3/18/2023 5:42:35 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,0
AFB3270E-0727-48E5-9D77-50539C8583DE,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 7:42:23 AM,3/20/2023 7:42:33 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,0
E72ED433-39E2-4DF1-BAF1-27C783A317F1,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/27/2023 6:29:52 AM,3/27/2023 6:32:44 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,3
9EC13DF3-FC37-4BC4-8DE5-16FBF454758E,6dcabc6d-2b37-439b-bd84-9f3cd0e82870,Proquire LLC-729-7281704-PSMain,3/18/2023 6:30:03 AM,3/18/2023 6:34:54 AM,Extract-Upload C7315249._MobileMessageTracking into S3,Complete,,4
BCDB6788-F727-49B9-B6CE-14E14A11A0C6,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/26/2023 6:29:58 AM,3/26/2023 6:30:50 AM,Extract-Upload C518003520._PushTag into S3,Complete,,1
669A36FD-F7E1-445D-9CC4-18E7CF675F71,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/22/2023 6:30:13 AM,3/22/2023 6:35:18 AM,Extract-Upload C518003520._PushTag into S3,Complete,,5
7927310F-90E0-4670-A97A-AE653C4B7591,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/23/2023 6:29:48 AM,3/23/2023 6:32:36 AM,Extract-Upload C518003520._PushTag into S3,Complete,,3
398FDABD-CB6B-42A8-90CA-C9D686130D77,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/25/2023 6:29:54 AM,3/25/2023 6:35:15 AM,Extract-Upload C518003520._PushTag into S3,Complete,,6
2DF3B45B-1305-404C-B30E-FFB8202BFBCF,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/20/2023 6:30:04 AM,3/20/2023 6:35:35 AM,Extract-Upload C518003520._PushTag into S3,Complete,,5
DDF238CF-2333-4826-9C3D-8E8D59F47736,ae743e02-4537-4d78-bd03-a231f9574836,Proquire LLC-729-7281704-PSMain,3/21/2023 6:29:35 AM,3/21/2023 6:30:38 AM,Extract-Upload C518003520._PushTag into S3,Complete,,1
98217733-401B-4904-8B41-925AB806FE57,bc5ce4ce-37b0-4e7c-976d-cedc9fa42a06,Proquire LLC-729-7281704-PSMain,3/27/2023 6:29:51 AM,3/27/2023 6:31:18 AM,Extract-Upload C7315249._PushDeviceStatistics into S3,Complete,,2
8917321C-FF03-4669-BB12-3A674B14FEBC,bc5ce4ce-37b0-4e7c-976d-cedc9fa42a06,Proquire LLC-729-7281704-PSMain,3/18/2023 6:30:02 AM,3/18/2023 6:34:43 AM,Extract-Upload C7315249._PushDeviceStatistics into S3,Complete,,4
F6A4FB24-7B6E-4315-BF79-E2B1760C5165,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/24/2023 6:28:58 AM,3/24/2023 6:29:32 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
9CD40974-77E9-48F4-AF96-8576BEC85D75,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/21/2023 6:28:48 AM,3/21/2023 6:29:26 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
1346860D-2EAE-491A-94B2-923E5B3DC190,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/19/2023 6:28:54 AM,3/19/2023 6:29:37 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
0082E9D2-0100-4F4F-BA2D-B89CC197B8CC,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/27/2023 6:28:50 AM,3/27/2023 6:29:28 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
CF2FD053-286A-4095-86E9-6ED9E3F3D47B,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/23/2023 6:28:59 AM,3/23/2023 6:29:34 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
637AA8D0-CDA6-47D8-88EF-FD5073F951AA,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/22/2023 6:28:55 AM,3/22/2023 6:30:02 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,2
C9B249E4-9DFE-4589-956A-B800EFC7795C,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/18/2023 6:28:46 AM,3/18/2023 6:29:40 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
3AFC570A-AA3F-4789-A90D-2A6D9F766C40,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/26/2023 6:28:51 AM,3/26/2023 6:29:40 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
B0F68A01-0EA9-4755-A6CD-EE6C8B87DC11,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/25/2023 6:28:55 AM,3/25/2023 6:29:44 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,1
33ED6BB5-C681-4AE1-A284-22B374453775,6456821e-3f08-48b6-8578-440eabb7614b,Proquire LLC-729-7281704-PSMain,3/20/2023 6:29:08 AM,3/20/2023 6:29:56 AM,Extract-Upload Stats.UserAgentOperatingSystem into S3,Complete,,0
7B07B039-2C96-45CA-9639-3F6C797BE4B8,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 8:42:38 PM,3/25/2023 8:43:34 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
4336C1E2-1110-491D-B152-0E6CF46EC713,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 3:42:45 PM,3/19/2023 3:43:11 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
947AB85F-6D46-49A6-BE1A-E0F8D87FD5D2,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 9:42:29 AM,3/25/2023 9:42:40 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,0
4198CBB2-F26F-4CF8-A72A-2625BD57B3E8,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 12:42:55 AM,3/23/2023 12:43:27 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
417B029C-45B7-405E-97E5-52BB15EC0181,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/20/2023 2:42:36 PM,3/20/2023 2:43:17 PM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
B2871AE9-98B7-425D-A14E-8AF1F9D13759,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/19/2023 12:42:44 AM,3/19/2023 12:43:19 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
707C4CFE-39D7-4C28-AF6D-97ED8901D881,ace8d1ff-d207-4622-ae76-0a9cb4d48ca4,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 8:42:30 AM,3/22/2023 8:43:25 AM,Extract-Upload C7314740._SFMCSMSEngagementEvent into S3,Complete,,1
BF8C921E-9F60-4BF5-8621-B339FBA23A4D,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 1:43:21 AM,3/26/2023 1:44:27 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
4D8FFEC4-C0EE-46FE-B953-F7A3D000B965,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 5:42:51 AM,3/26/2023 5:43:18 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
1D9D4708-CA0D-4195-AA0C-A86495CE4DE4,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 10:42:56 PM,3/22/2023 10:43:29 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
D8113D46-3129-4C58-AA5E-A9E116A0BC4E,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/23/2023 4:42:38 AM,3/23/2023 4:43:27 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
0D77BBB1-7436-403D-AEC0-D118202D44B4,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 7:42:29 AM,3/24/2023 7:42:40 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,0
EDF05E92-214A-4CA6-8448-7422334B2D03,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/26/2023 4:42:34 AM,3/26/2023 4:43:19 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
0AD6BC82-2A83-472E-A840-7DF97465F496,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/21/2023 11:42:35 PM,3/21/2023 11:43:22 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
90D93DCC-E68E-4B9C-9B68-33BD65A5B52A,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 9:42:43 PM,3/24/2023 9:43:35 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
E9A41A9F-3771-4F2B-83AE-91644984C1F4,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/18/2023 8:42:29 AM,3/18/2023 8:42:50 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,0
3FA29D8F-F5D2-4747-B369-59A553154209,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/25/2023 12:42:47 PM,3/25/2023 12:43:15 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
94D85138-5C3A-4C2F-9490-45BF99EE399E,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/24/2023 2:43:09 AM,3/24/2023 2:44:03 AM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,1
2745AF8E-E139-421A-8062-C56D09CA47C7,45527a81-aa4e-482a-9967-694357930c0f,Proquire LLC-729-7281704-PSMain_1h,3/22/2023 7:43:24 PM,3/22/2023 7:43:38 PM,Extract-Upload C518001667._SFMCSMSEngagementEvent into S3,Complete,,0
4AB48A38-ECB7-41E9-A9B7-A76C73D67EA6,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/26/2023 6:29:58 AM,3/26/2023 6:34:35 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,5
F59B5FAF-6C35-4601-B790-6AF1DA0CC068,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/22/2023 6:30:12 AM,3/22/2023 6:35:23 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,5
C9036A4E-A2E1-49A3-B027-8A10BB72A330,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/23/2023 6:29:47 AM,3/23/2023 6:31:26 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,2
A81DDF67-19A9-44E8-B04B-AD5A2C65F0FB,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/25/2023 6:29:53 AM,3/25/2023 6:35:24 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,6
605E7CC5-04DF-4FB1-A380-F475BE0EA6E9,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/20/2023 6:30:04 AM,3/20/2023 6:35:22 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,5
BF1DF502-CECE-44D9-A683-E98D46A6F0E2,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/21/2023 6:29:34 AM,3/21/2023 6:34:15 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,5
060F04D8-F645-4BA5-ADF9-2FB4D117AEBA,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/24/2023 6:29:55 AM,3/24/2023 6:35:28 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,6
7AE8C6AF-94AB-43DE-BF5B-EC91FB874C35,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/19/2023 6:29:48 AM,3/19/2023 6:31:26 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,2
3592A3AC-B3A1-4F53-B573-598C96B834D4,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/27/2023 6:29:52 AM,3/27/2023 6:35:13 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,6
75E9D976-9FB2-47B2-99DB-D5A5D58CD80D,6cb11b06-5b5d-41e3-b303-851e200e4f6a,Proquire LLC-729-7281704-PSMain,3/18/2023 6:30:03 AM,3/18/2023 6:34:24 AM,Extract-Upload C7281704._PushAddress into S3,Complete,,4
5630858D-CEC0-485A-8803-8ECDD8BF3721,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/20/2023 6:39:40 AM,3/20/2023 6:40:27 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,1
EC10C063-6763-4109-BE10-6AC80C822569,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/24/2023 6:39:33 AM,3/24/2023 6:40:32 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,1
8848304B-FA8D-421C-80CB-A9CBAB652166,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/21/2023 6:39:19 AM,3/21/2023 6:39:40 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,0
C4CFB03C-3925-4876-98B0-D6BEE14F91B6,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/27/2023 6:39:19 AM,3/27/2023 6:39:50 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,0
C85ECFDD-12A8-4CA5-96FC-D4879C6E7B7C,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/26/2023 6:40:24 AM,3/26/2023 6:40:53 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,0
E6C24AFC-2733-4CDF-A16D-A26660EB5F9B,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/22/2023 6:43:44 AM,3/22/2023 6:44:27 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,1
A0FF8C0B-6D1C-445A-AFC5-B6E75036AEAA,c24b5cde-7815-47c2-8c33-ed2202d1e083,Proquire LLC-729-7281704-PSMain,3/18/2023 6:38:15 AM,3/18/2023 6:38:53 AM,Extract-Upload dbo.JobImpressionRegion into S3,Complete,,0
